exeution_time
643
644
644
645
646
646
641
642
642
642
643
650
651
651
651
652
29
28
30
31
31
31
32
32
17
14
14
15
16
15
17
24
339
338
338
339
339
340
340
342
338
337
337
338
338
340
341
341
340
341
341
341
342
342
343
343
338
337
337
337
340
340
340
341
340
338
339
341
341
341
342
342
335
336
336
337
337
337
337
338
14
14
15
336
337
338
338
339
339
337
340
340
341
341
341
342
336
336
337
337
338
338
338
342
338
337
337
337
338
338
338
341
338
336
336
337
337
340
341
341
338
339
340
340
341
341
341
342
338
336
339
339
339
339
338
338
338
337
337
340
340
341
341
341
336
337
337
337
338
338
339
339
19
17
18
19
20
20
24
339
338
338
339
339
339
340
337
341
340
338
338
338
339
339
340
340
339
338
339
339
339
339
340
342
342
341
342
342
343
345
345
346
341
342
342
343
343
343
344
344
338
339
336
337
340
340
341
338
341
342
340
342
343
343
344
342
337
338
337
338
338
338
339
339
341
341
340
340
341
342
344
342
339
340
340
340
341
341
341
340
340
339
339
339
340
340
340
341
30
31
29
30
31
32
33
45
28
28
27
27
29
30
30
39
33
33
31
34
35
35
35
46
45
46
44
44
45
49
50
57
43
44
44
45
45
45
46
53
27
28
28
29
29
29
29
30
28
29
27
27
28
28
30
29
30
31
32
32
32
33
33
40
37
36
36
37
37
37
38
38
54
51
51
51
56
52
52
63
17
18
15
16
19
19
20
26
28
28
27
29
29
29
30
37
28
26
26
27
27
31
31
31
29
29
30
30
31
31
31
32
28
29
29
29
29
30
30
30
38
37
37
38
38
38
40
41
43
41
44
44
44
45
45
45
31
29
29
29
30
30
30
31
27
23
24
24
24
24
26
29
32
29
30
30
34
34
34
34
33
32
32
35
35
36
36
37
37
38
41
39
39
41
42
42
17
18
18
18
19
19
20
20
339
337
337
337
341
341
341
342
339
337
338
340
341
341
341
341
337
336
336
337
337
338
338
339
338
336
337
337
337
338
340
340
337
336
338
339
339
339
340
340
338
335
336
336
337
338
338
338
323
322
322
323
323
324
324
326
336
335
336
336
336
338
339
339
337
338
339
339
340
340
340
341
342
340
341
342
344
345
345
346
338
337
337
340
340
340
340
341
336
337
337
338
338
338
338
339
338
336
336
336
337
337
340
341
338
337
339
340
340
340
340
341
337
336
336
337
337
337
337
338
340
338
339
339
340
340
340
343
339
338
338
339
339
341
342
342
341
341
341
342
342
343
343
343
338
337
337
337
340
340
340
340
338
336
336
340
340
340
341
341
337
337
338
338
338
338
339
339
342
340
341
341
342
342
345
346
340
339
342
342
342
342
343
343
15
14
14
14
15
15
15
16
