exeution_time
45
46
47
47
48
56
57
57
15
15
16
16
16
17
26
27
14
13
13
14
14
16
17
17
16
16
17
17
17
18
18
18
27
27
27
28
28
28
28
29
15
13
14
14
15
15
19
19
27
26
28
28
29
29
29
30
16
15
14
15
15
16
17
16
28
29
27
27
28
28
28
45
38
39
38
38
41
42
42
41
14
14
12
15
15
16
16
32
28
28
26
26
26
30
30
27
28
29
29
30
30
30
31
31
26
26
27
27
27
27
28
28
30
30
29
29
30
30
32
43
30
31
31
31
32
32
32
42
17
15
15
15
16
16
16
29
22
23
21
21
22
22
22
22
16
17
15
15
18
19
33
30
